x	y	sd
1318.4	494.39	11.659
1507.1	1364.3	5.84
1518.9	1371.6	6.172
1512.3	1371.1	4.181
1445.7	803.85	26.041
133.77	29.738	8.431
1702.6	1168.9	16.26
1905.7	1876.9	6.494
1868.6	1861.6	8.143
696.24	673.62	11.503
890.63	169.63	19.401
1884.9	1859.9	6.636
711.33	697.55	8.235
906.38	140.2	17.701
1881.2	1893.2	5.553
675.91	670.06	8.474
1498.3	1141.2	19.057
1863.8	1878.4	7.807
687.73	697.33	8.076
940.07	31.709	10.097
725.43	666.21	9.842
798.37	592.88	8.317
611.97	1371.7	20.143
607.17	1436.6	5.978
621.5	1422.4	6.106
591.83	1424.5	6.181
618.27	1437.1	6.645
628.9	1415.7	6.296
1727.3	1976.9	23.551
1326.6	784.22	9.5
286.7	715.67	21.963
1119.3	1244	21.126
1131.6	1280.7	27.995
1371.1	1062.8	8.163
1849.5	1894.3	6.245
1855.6	1889.4	4.862
1830.4	1924.6	15.897
1974.8	745.27	9.085
1867.1	713.11	9.458
1970	723.21	6.201
1974	713.11	3.841
1980.3	705.77	4.509
1958	722.44	4.532
1462.2	781.22	10.703
1959.9	728.03	6.718
1993.1	1751.4	17.367
1973.1	712.09	6.414
1964.3	714.39	10.858
1989	1685	21.53
385.08	1633.6	9.745
1936.6	692.29	31.496
393.74	1626.1	4.947
